id,calories,carbs,fat
1,0,0.0,0
2,0,0.0,0
3,0,0.0,0
4,0,0.0,0
5,0,0.0,0
6,0,0.0,0
7,350,60.0,10
8,170,30.0,5
9,170,30.0,5
10,600,92.0,18
11,340,53.0,10
12,260,39.0,8
13,160,43.0,0
14,220,58.0,0
15,270,72.0,0
16,440,116.0,0
17,880,232.0,0
18,1760,464.0,0
19,640,136.0,10
20,350,77.0,5
21,330,70.0,5
22,820,150.0,18
23,480,89.0,10
24,370,68.0,8
25,270,67.0,0
26,370,91.0,0
27,570,142.0,0
28,740,182.0,0
29,480,62.0,27
30,350,45.0,16
31,340,57.0,9
32,1140,54.0,80
33,570,27.0,40
34,350,26.0,22
35,390,50.0,18
36,420,37.0,21
37,190,51.0,0
38,300,79.0,0
39,340,90.0,0
40,530,138.0,0
41,330,83.0,0
42,450,112.0,0
43,570,141.0,0
44,900,224.0,0
45,500,32.0,29
46,190,22.0,6
47,410,52.0,17
48,370,49.0,15
49,490,68.0,30
50,560,92.0,32
51,1010,152.0,59
52,880,125.0,36
53,700,100.0,29
54,320,53.0,8
55,380,28.0,23
56,340,26.0,20
57,280,32.0,13
58,180,20.0,8
59,550,52.0,25
60,340,34.0,19
61,170,2.0,12
62,430,61.0,17
63,310,45.0,12
64,200,28.0,8
65,400,31.0,15
66,380,33.0,19
67,310,23.0,19
68,350,54.0,11
69,330,82.0,0
70,440,110.0,0
71,560,139.0,0
72,890,221.0,0
73,280,69.0,0
74,380,94.0,0
75,480,119.0,0
76,770,188.0,0
77,140,38.0,0
78,210,55.0,0
79,250,66.0,0
80,390,103.0,0
81,710,107.0,25
82,610,137.0,9
83,340,81.0,4
84,320,74.0,4
85,600,142.0,10
86,970,223.0,18
87,450,108.0,8
88,340,56.0,12
89,430,72.0,15
90,650,109.0,21
91,690,107.0,24
92,530,39.0,30
93,760,45.0,45
94,680,44.0,38
95,690,44.0,39
96,470,38.0,25
97,400,85.0,6
98,480,104.0,6
99,750,160.0,10
100,700,103.0,41
101,710,108.0,41
102,1360,203.0,79
103,740,97.0,31
104,390,78.0,6
105,420,86.0,6
106,680,137.0,10
107,230,58.0,0
108,290,75.0,0
109,420,105.0,0
110,560,143.0,0
111,840,113.0,36
112,670,90.0,29
113,360,70.0,6
114,370,74.0,6
115,610,121.0,10
116,300,47.0,8
117,260,41.0,7
118,200,32.0,5
119,900,121.0,39
120,720,97.0,31
121,270,73.0,0
122,360,99.0,0
123,460,124.0,0
124,720,197.0,0
125,390,35.0,21
126,230,2.0,17
127,2375,169.0,162
128,630,33.0,43
129,350,15.0,20
130,1030,54.0,67
131,470,18.0,22
132,180,12.0,15
133,180,12.0,15
134,130,59.0,0
135,1140,49.0,81
136,630,25.0,47
137,1115,92.0,55
138,1705,134.0,86
139,380,25.0,14
140,380,25.0,14
141,970,51.0,60
142,750,50.0,33
143,430,42.0,28
144,420,27.0,32
145,360,20.0,28
146,1030,90.0,48
147,190,21.0,9
148,740,54.0,42
149,1310,176.0,63
150,1160,66.0,69
151,1250,16.0,55
152,1170,67.0,69
153,1110,83.0,55
154,1150,90.0,55
155,750,31.0,45
156,760,35.0,44
157,290,22.0,19
158,340,19.0,26
159,280,12.0,23
160,360,49.0,17
161,850,56.0,42
162,740,45.0,44
163,580,40.0,30
164,1110,67.0,66
165,790,56.0,36
166,220,8.0,19
167,1170,95.0,69
168,500,16.0,42
169,330,14.0,23
170,740,21.0,61
171,380,16.0,24
172,970,60.0,55
173,1130,85.0,87
174,940,52.0,58
175,1270,82.0,82
176,1330,83.0,87
177,1330,83.0,87
178,350,28.0,20
179,1350,111.0,72
180,310,8.0,20
181,850,63.0,62
182,560,45.0,41
183,1440,107.0,82
184,1230,112.0,59
185,1260,118.0,61
186,160,17.0,4
187,110,11.0,3
188,1690,130.0,95
189,1290,90.0,90
190,102,85.0,60
191,1320,107.0,78
192,180,18.0,8
193,140,12.0,7
194,310,10.0,26
195,370,16.0,28
196,550,59.0,33
197,1680,134.0,107
198,960,106.0,53
199,154,210.0,74
200,450,42.0,31
201,350,22.0,24
202,290,16.0,20
203,1150,77.0,67
204,710,8.0,49
205,790,59.0,35
206,720,9.0,49
207,660,25.0,35
208,690,32.0,35
209,140,15.0,9
210,1180,77.0,70
211,1520,208.0,53
212,1290,181.0,56
213,530,63.0,28
214,915,109.0,46
215,1280,133.0,69
216,1345,95.0,72
217,935,88.0,49
218,1160,94.0,67
219,1100,53.0,73
220,1300,77.0,82
221,840,75.0,49
222,590,50.0,36
223,260,16.0,14
224,90,24.0,0
225,380,20.0,27
226,530,26.0,42
227,310,12.0,23
228,980,50.0,79
229,540,23.0,42
230,150,22.0,5
231,390,53.0,18
232,390,53.0,18
233,255,64.0,0
234,690,61.0,29
235,330,38.0,18
236,410,12.0,29
237,180,10.0,5
238,820,25.0,57
239,370,21.0,10
240,590,58.0,24
241,470,30.0,16
242,470,30.0,16
243,370,56.0,4
244,260,20.0,15
245,620,33.0,44
246,460,12.0,35
247,1010,63.0,69
248,680,20.0,51
249,460,13.0,34
250,230,11.0,10
251,910,25.0,68
252,460,21.0,21
253,790,50.0,46
254,1570,108.0,106
255,860,63.0,58
256,1000,87.0,42
257,350,43.0,18
258,120,9.0,8
259,310,0.0,13
260,250,0.0,12
261,140,0.0,7
262,70,17.0,0
263,50,27.0,0
264,220,5.0,22
265,550,44.0,31
266,240,11.0,14
267,215,36.0,4
268,260,28.0,14
269,230,16.0,14
270,80,20.0,0
271,610,51.0,36
272,630,54.0,36
273,230,23.0,5
274,330,31.0,18
275,350,45.0,18
276,300,45.0,9
277,130,14.0,4
278,430,24.0,30
279,740,47.0,46
280,390,23.0,27
281,660,46.0,40
282,70,17.0,0
283,780,97.0,41
284,360,43.0,19
285,360,60.0,7
286,30,4.0,0
287,260,31.0,14
288,70,19.0,0
289,230,24.0,14
290,330,49.0,14
291,500,42.0,35
292,550,41.0,42
293,1100,115.0,63
294,800,67.0,30
295,940,84.0,48
296,1930,121.0,138
297,480,1.0,24
298,730,98.0,17
299,1160,121.0,60
300,420,25.0,29
301,670,42.0,49
302,340,25.0,20
303,1340,85.0,98
304,680,50.0,41
305,430,36.0,21
306,680,55.0,40
307,340,38.0,9
308,1290,92.0,79
309,590,58.0,19
310,820,72.0,48
311,580,53.0,31
312,1350,114.0,80
313,880,76.0,46
314,1130,70.0,67
315,820,68.0,41
316,1090,66.0,103
317,970,81.0,60
318,1520,116.0,90
319,1240,44.0,103
320,1330,114.0,82
321,1440,118.0,89
322,290,48.0,6
323,670,3.0,47
324,1295,103.0,73
325,160,28.0,2
326,120,12.0,4
327,640,47.0,35
328,620,41.0,36
329,660,46.0,33
330,440,68.0,17
331,80,21.0,0
332,390,39.0,16
333,15,3.0,0
334,520,43.0,26
335,450,34.0,26
336,450,43.0,21
337,680,46.0,37
338,550,43.0,28
339,10,1.0,1
340,80,21.0,0
341,440,67.0,17
342,600,53.0,28
343,470,43.0,19
344,350,39.0,15
345,620,51.0,30
346,490,40.0,21
347,420,54.0,21
348,570,98.0,15
349,450,75.0,12
350,510,67.0,25
351,430,30.0,24
352,250,11.0,13
353,70,4.0,5
354,590,47.0,37
355,500,53.0,21
356,370,42.0,12
357,270,33.0,14
358,710,87.0,37
359,600,74.0,31
360,450,55.0,24
361,270,33.0,14
362,430,42.0,19
363,450,51.0,17
364,300,37.0,8
365,270,22.0,14
366,480,46.0,20
367,240,35.0,10
368,610,86.0,26
369,480,69.0,21
370,360,52.0,16
371,140,5.0,13
372,50,3.0,5
373,300,31.0,17
374,470,49.0,27
375,460,85.0,15
376,630,115.0,20
377,570,97.0,15
378,440,75.0,12
379,340,33.0,17
380,350,60.0,9
381,270,25.0,14
382,210,26.0,6
383,350,60.0,9
384,210,24.0,8
385,210,24.0,8
386,290,45.0,9
387,350,32.0,21
388,570,51.0,34
389,440,39.0,23
390,660,59.0,34
391,300,36.0,15
392,260,28.0,15
393,260,28.0,15
394,390,42.0,23
395,510,57.0,30
396,360,31.0,17
397,610,52.0,28
398,240,21.0,11
399,160,2.0,16
400,700,64.0,32
401,360,37.0,14
402,610,46.0,29
403,470,38.0,22
404,460,41.0,18
405,710,78.0,28
406,500,42.0,24
407,810,78.0,36
408,600,42.0,32
409,460,33.0,31
410,460,45.0,26
411,740,45.0,47
412,520,46.0,28
413,590,60.0,23
414,460,56.0,24
415,440,44.0,20
416,45,11.0,0
417,480,47.0,21
418,480,74.0,15
419,380,60.0,12
420,750,57.0,38
421,620,67.0,35
422,420,65.0,15
423,460,67.0,18
424,330,68.0,2
425,390,53.0,11
426,920,76.0,50
427,290,39.0,9
428,80,14.0,1
429,330,60.0,4
430,490,52.0,21
431,330,23.0,19
432,230,23.0,13
433,330,35.0,18
434,610,63.0,36
435,420,39.0,26
436,500,6.0,10
437,320,52.0,5
438,540,71.0,24
439,530,83.0,18
440,610,34.0,38
441,780,59.0,41
442,320,41.0,15
443,250,31.0,12
444,250,14.0,17
445,150,7.0,9
446,930,98.0,50
447,660,57.0,43
448,680,53.0,49
449,360,41.0,19
450,490,66.0,22
451,190,24.0,6
452,670,80.0,19
453,910,89.0,34
454,430,13.0,34
455,840,95.0,33
456,710,80.0,26
457,440,42.0,19
458,450,29.0,29
459,170,6.0,15
460,640,83.0,31
461,390,51.0,19
462,430,58.0,21
463,560,68.0,28
464,410,56.0,19
465,410,60.0,17
466,240,22.0,10
467,270,55.0,2
468,330,67.0,2
469,270,55.0,1
470,270,50.0,4
471,640,91.0,26
472,290,33.0,10
473,130,15.0,1
474,440,46.0,26
475,460,73.0,19
476,650,80.0,19
477,450,73.0,19
478,440,52.0,17
479,350,66.0,3
480,860,83.0,35
481,460,6.0,34
482,530,46.0,23
483,90,19.0,0
484,330,37.0,17
485,110,23.0,0
486,80,11.0,2
487,160,34.0,0
488,640,121.0,11
489,290,26.0,10
490,90,16.0,0
491,560,74.0,26
492,240,15.0,16
493,500,3.0,35
494,500,54.0,18
495,400,17.0,34
496,410,64.0,5
497,190,14.0,14
498,140,28.0,1
499,90,13.0,2
500,570,84.0,16
501,520,65.0,26
502,300,44.0,7
503,390,46.0,15
504,550,89.0,15
505,470,69.0,11
506,230,48.0,2
507,240,51.0,2
508,200,43.0,2
509,480,43.0,22
510,620,79.0,30
511,410,53.0,20
512,420,31.0,21
513,420,39.0,15
514,650,32.0,40
515,190,16.0,9
516,120,22.0,2
517,660,59.0,29
518,370,59.0,14
519,180,2.0,17
520,430,78.0,8
521,440,42.0,37
522,860,72.0,59
523,610,54.0,41
524,980,180.0,13
525,970,79.0,43
526,340,44.0,10
527,300,60.0,1
528,570,52.0,36
529,190,1.0,19
530,340,62.0,5
531,110,22.0,1
532,510,50.0,31
533,530,83.0,20
534,430,63.0,18
535,440,63.0,18
536,100,8.0,8
537,90,18.0,1
538,560,40.0,29
539,750,53.0,43
540,190,1.0,13
541,390,63.0,9
542,410,45.0,24
543,90,18.0,0
544,140,28.0,0
545,390,80.0,1
546,470,5.0,35
547,560,66.0,30
548,1100,6.0,85
549,460,59.0,23
550,360,3.0,27
551,290,18.0,23
552,630,57.0,33
553,960,62.0,56
554,710,81.0,24
555,370,50.0,6
556,180,7.0,15
557,500,52.0,25
558,270,54.0,1
559,470,52.0,26
560,460,46.0,22
561,260,52.0,1
562,290,24.0,15
563,940,65.0,54
564,940,65.0,54
565,5300,327.0,324
566,2230,228.0,92
567,1380,77.0,80
568,1380,77.0,80
569,1095,75.0,67
570,1095,75.0,67
571,1100,74.0,69
572,1100,74.0,69
573,680,69.0,34
574,840,66.0,54
575,8820,545.0,540
576,1470,86.0,95
577,1470,86.0,95
578,1090,83.0,67
579,1090,83.0,67
580,3534,218.0,216
581,550,35.0,37
582,375,55.0,15
583,230,24.0,14
584,350,35.0,22
585,580,59.0,36
586,110,20.0,0
587,380,70.0,1
588,165,24.0,6
589,570,83.0,20
590,440,12.0,26
591,515,45.0,28
592,640,44.0,39
593,495,43.0,27
594,730,62.0,43
595,460,33.0,18
596,270,36.0,12
597,0,0.0,0
598,0,0.0,0
599,255,18.0,20
600,870,61.0,68
601,480,34.0,29
602,355,33.0,18
603,515,35.0,34
604,190,9.0,9
605,390,43.0,20
606,35,7.0,0
607,120,24.0,0
608,520,34.0,27
609,305,11.0,11
610,375,33.0,15
611,230,9.0,15
612,735,86.0,35
613,240,33.0,7
614,911,114.0,24
615,150,21.0,6
616,555,77.0,23
617,230,47.0,2
618,280,33.0,14
619,280,9.0,11
620,545,34.0,38
621,420,33.0,27
622,215,20.0,14
623,300,27.0,20
624,530,49.0,35
625,555,44.0,35
626,90,8.0,3
627,70,18.0,0
628,100,25.0,0
629,150,37.0,0
630,410,48.0,23
631,370,12.0,26
632,0,0.0,0
633,0,0.0,0
634,0,0.0,0
635,200,10.0,13
636,587,59.0,29
637,880,88.0,44
638,90,22.0,0
639,860,44.0,57
640,1347,103.0,77
641,900,53.0,56
642,770,44.0,51
643,60,2.0,5
644,88,3.0,6
645,1480,68.0,98
646,288,0.0,20
647,170,15.0,11
648,908,56.0,49
649,514,93.0,9
650,734,95.0,27
651,257,47.0,5
652,257,47.0,5
653,367,48.0,14
654,800,60.0,49
655,1020,97.0,59
656,80,12.0,3
657,780,44.0,51
658,1559,98.0,92
659,490,10.0,27
660,560,68.0,15
661,800,70.0,35
662,990,74.0,68
663,1040,125.0,46
664,1120,110.0,62
665,510,44.0,32
666,920,100.0,48
667,880,49.0,57
668,500,46.0,30
669,820,127.0,33
670,170,6.0,15
671,550,22.0,22
672,630,78.0,25
673,590,105.0,18
674,8,1.0,0
675,280,42.0,10
676,280,42.0,10
677,560,84.0,20
678,280,42.0,10
679,280,42.0,10
680,280,42.0,10
681,420,28.0,30
682,250,63.0,5
683,660,23.0,39
684,380,44.0,9
685,640,20.0,38
686,470,50.0,7
687,70,18.0,0
688,890,51.0,57
689,530,42.0,18
690,813,71.0,32
691,773,87.0,38
692,80,6.0,6
693,50,2.0,4
694,40,6.0,2
695,530,56.0,10
696,400,20.0,26
697,210,33.0,8
698,380,49.0,13
699,80,20.0,0
700,40,2.0,4
701,50,2.0,5
702,713,49.0,24
703,357,25.0,12
704,560,52.0,22
705,130,17.0,6
706,260,34.0,12
707,43,6.0,2
708,600,68.0,14
709,460,47.0,28
710,1100,130.0,55
711,460,52.0,26
712,460,52.0,26
713,120,2.0,12
714,863,55.0,44
715,90,2.0,9
716,820,70.0,36
717,560,79.0,28
718,780,81.0,46
719,280,40.0,14
720,280,40.0,14
721,390,41.0,23
722,570,61.0,25
723,1167,105.0,51
724,862,92.0,40
725,1960,88.0,126
726,1860,112.0,118
727,2380,88.0,158
728,1480,84.0,92
729,1860,74.0,124
730,360,44.0,18
731,210,14.0,15
732,210,14.0,15
733,490,73.0,7
734,50,4.0,4
735,40,8.0,0
736,70,14.0,0
737,1520,128.0,76
738,250,23.0,15
739,250,23.0,15
740,384,1.0,28
741,960,108.0,52
742,1120,108.0,52
743,50,4.0,4
744,72,0.0,5
745,730,49.0,47
746,330,28.0,16
747,420,34.0,25
748,400,39.0,20
749,680,76.0,35
750,650,50.0,38
751,470,33.0,26
752,590,57.0,31
753,410,53.0,12
754,420,30.0,26
755,410,27.0,27
756,400,39.0,23
757,410,44.0,16
758,450,44.0,20
759,320,43.0,7
760,500,32.0,29
761,250,16.0,15
762,380,24.0,22
763,500,28.0,31
764,25,6.0,0
765,240,23.0,11
766,800,30.0,55
767,380,28.0,22
768,650,29.0,43
769,770,41.0,50
770,290,24.0,14
771,540,17.0,42
772,300,24.0,16
773,320,29.0,17
774,440,25.0,29
775,480,41.0,23
776,810,57.0,54
777,1310,134.0,72
778,530,89.0,17
779,280,52.0,6
780,300,28.0,14
781,380,28.0,24
782,950,50.0,55
783,190,10.0,11
784,290,15.0,17
785,380,20.0,22
786,440,35.0,28
787,330,47.0,15
788,280,50.0,7
789,420,81.0,8
790,690,121.0,18
791,900,163.0,21
792,400,52.0,18
793,810,78.0,42
794,360,26.0,19
795,320,26.0,16
796,350,27.0,17
797,380,26.0,24
798,490,27.0,31
799,490,29.0,29
800,450,29.0,26
801,440,27.0,25
802,440,28.0,24
803,570,28.0,35
804,570,28.0,37
805,700,29.0,49
806,360,28.0,18
807,900,51.0,57
808,740,51.0,39
809,990,53.0,65
810,830,53.0,47
811,320,46.0,14
812,760,44.0,44
813,110,31.0,0
814,140,40.0,0
815,540,69.0,27
816,440,56.0,22
817,340,44.0,17
818,220,28.0,11
819,230,29.0,11
820,380,49.0,18
821,550,79.0,22
822,670,80.0,33
823,130,6.0,8
824,60,9.0,2
825,420,33.0,22
826,260,28.0,10
827,670,65.0,44
828,500,48.0,33
829,250,24.0,16
830,300,31.0,18
831,520,50.0,22
832,210,4.0,21
833,60,15.0,0
834,270,15.0,23
835,120,5.0,11
836,190,2.0,20
837,45,10.0,0
838,390,57.0,15
839,450,76.0,13
840,50,13.0,0
841,280,24.0,15
842,530,52.0,23
843,310,46.0,13
844,490,57.0,26
845,400,47.0,21
846,310,36.0,17
847,150,17.0,8
848,440,77.0,12
849,690,48.0,43
850,630,46.0,39
851,420,46.0,16
852,670,78.0,34
853,500,77.0,19
854,280,54.0,5
855,270,55.0,4
856,140,23.0,3
857,350,37.0,17
858,420,32.0,27
859,570,34.0,37
860,700,56.0,42
861,810,57.0,53
862,160,3.0,12
863,90,12.0,3
864,40,2.0,2
865,160,27.0,4
866,140,23.0,4
867,460,34.0,30
868,300,35.0,12
869,360,32.0,19
870,360,66.0,7
871,610,102.0,17
872,780,134.0,20
873,190,35.0,4
874,300,35.0,16
875,330,18.0,23
876,470,26.0,26
877,750,58.0,45
878,540,57.0,21
879,470,40.0,18
880,360,40.0,7
881,290,8.0,12
882,1040,50.0,69
883,1270,50.0,86
884,800,50.0,51
885,1140,51.0,75
886,980,51.0,57
887,1230,53.0,82
888,1070,53.0,64
889,90,22.0,0
890,400,75.0,7
891,660,114.0,17
892,850,152.0,20
893,340,44.0,18
894,340,28.0,19
895,260,28.0,10
896,380,29.0,23
897,300,660.0,14
898,670,51.0,40
899,510,51.0,23
900,760,53.0,47
901,600,53.0,30
902,770,64.0,47
903,240,54.0,0
904,182,8.0,12
905,460,51.0,21
906,267,33.0,10
907,150,21.0,6
908,40,5.0,1
909,105,6.0,6
910,220,16.0,12
911,410,35.0,27
912,430,45.0,26
913,680,69.0,33
914,170,11.0,10
915,300,49.0,11
916,744,63.0,41
917,25,6.0,0
918,321,27.0,19
919,170,13.0,12
920,190,37.0,2
921,195,14.0,10
922,174,12.0,11
923,160,11.0,12
924,310,38.0,15
925,207,18.0,10
926,213,12.0,13
927,230,23.0,14
928,60,13.0,0
929,642,56.0,38
930,60,10.0,2
931,200,18.0,13
932,155,20.0,7
933,160,17.0,7
934,320,31.0,18
935,470,56.0,26
936,320,43.0,14
937,154,0.0,6
938,170,25.0,7
939,120,5.0,10
940,28,0.0,0
941,160,35.0,1
942,130,1.0,3
943,50,0.0,0
944,14,2.0,0
945,100,9.0,5
946,100,25.0,0
947,100,1.0,10
948,1008,81.0,50
949,140,1.0,1
950,177,8.0,1
951,520,48.0,18
952,560,,32
953,460,,26
954,440,,19
955,440,,18
956,500,,23
957,460,,19
958,750,,44
959,490,,18
960,440,,22
961,810,,42
962,360,,23
963,700,,37
964,610,,25
965,390,,7
966,580,,29
967,640,,36
968,170,,10
969,260,,16
970,390,,23
971,820,,46
972,300,,17
973,620,,36
974,300,,12
975,370,,19
976,760,,35
977,690,,34
978,320,,11
979,540,,25
980,910,,42
981,450,,29
982,10,,0
983,1000,,54
984,680,,39
985,710,,38
986,320,,15
987,460,,21
988,5,,0
989,5,,0
990,10,,0
991,10,,0
992,330,,18
993,880,,53
994,860,,44
995,60,,5
996,490,,21
997,450,,23
998,650,,33
999,560,,31
1000,560,,31
1001,560,,31
1002,340,,19
1003,560,,31
1004,190,,8
1005,240,,14
1006,200,,10
1007,350,,23
1008,320,,18
1009,550,,23
1010,490,,18
1011,220,,12
1012,780,,48
1013,290,,13
1014,740,,50
1015,210,,11
1016,240,,12
1017,470,,23
1018,430,,21
1019,310,,15
1020,530,,28
1021,790,,39
1022,720,,38
1023,270,,9
1024,750,,34
1025,360,,18
1026,380,,18
1027,470,,20
1028,500,,22
1029,10,,0
1030,540,,15
1031,210,,6
1032,570,,37
1033,120,,5
1034,200,,8
1035,250,,13
1036,210,,9
1037,50,,3
1038,450,,21
1039,300,,19
1040,460,,26
1041,650,,36
1042,380,,13
1043,760,,35
1044,690,,34
1045,290,,16
1046,590,,44
1047,900,,47
1048,1040,,60
1049,930,,50
1050,940,,59
1051,290,,13
1052,780,,44
1053,920,,57
1054,810,,46
1055,630,,29
1056,470,,14
1057,930,,58
1058,800,,27
1059,830,,30
1060,1060,,72
1061,570,,43
